Date,SI_Open,SI_High,SI_Low,SI_Close,Open,High,Low,Close
2012/2/17,7956.910156,8013.459961,7862.109863,7894.359863,82.737541,84.536186,78.420799,84.176453
2012/2/20,7959.990234,7985.5,7913.649902,7954.819824,84.895912,88.133469,81.29863,87.414009
2012/2/21,7953.060059,7973.470215,7870.259766,7921.5,88.133469,88.852928,84.176453,85.615372
2012/2/22,7908.379883,8018.540039,7897.649902,8001.680176,85.615372,88.133469,84.895912,85.255638
2012/2/23,7981.919922,7991.919922,7935.419922,7937.299805,85.255638,88.493195,85.255638,86.694557
2012/2/24,7971.620117,7974.580078,7899.620117,7959.339844,87.773743,88.133469,84.895912,87.773743
2012/2/29,8046.140137,8121.439941,8046.140137,8121.439941,89.932114,93.889122,89.932114,93.889122
2012/3/1,8127.569824,8151.700195,8103.75,8118.339844,95.328033,96.407227,92.090485,94.968307
2012/3/2,8161.870117,8170.720215,8114.140137,8144.040039,96.407227,99.285049,94.968307,97.486404
2012/3/5,8105.27002,8115.490234,7998.959961,8004.740234,95.687767,95.687767,91.730751,92.809937
2012/3/6,8006.850098,8028.02002,7860.870117,7937.970215,92.090485,92.809937,88.133469,92.809937
2012/3/7,7846.490234,7937.109863,7824.450195,7903.080078,89.212654,94.608582,89.212654,92.450211
2012/3/8,7952.939941,8000.930176,7905.5,7984.560059,94.968307,96.407227,91.730751,92.809937
2012/3/9,8012.589844,8027.080078,7965.680176,8016.009766,93.16967,93.16967,89.932114,91.371025
2012/3/12,8028.870117,8028.870117,7927.549805,7927.549805,91.371025,92.809937,90.29184,91.011299
2012/3/13,7990.600098,8045.609863,7974.379883,8031.509766,93.16967,93.16967,89.212654,89.212654
2012/3/14,8132.959961,8170.310059,8113.759766,8125.259766,92.090485,95.328033,91.011299,95.328033
2012/3/15,8141.930176,8142.97998,8088.100098,8121.620117,95.328033,98.205864,93.529396,97.126678
2012/3/16,8130.279785,8130.52002,8054.939941,8054.939941,97.126678,102.882332,96.407227,100.364235
2012/3/19,8113.459961,8123.149902,7997.049805,8043.919922,100.364235,100.364235,93.529396,93.529396
2012/3/20,8062.910156,8062.910156,7965.959961,7972.700195,93.529396,95.687767,91.730751,94.248856
2012/3/21,7993.459961,8013.669922,7940.189941,7981.939941,93.889122,94.248856,87.773743,87.773743
2012/3/22,7997.660156,8075.970215,7995.569824,8059.939941,86.334824,93.889122,86.334824,92.090485
2012/3/23,8067.930176,8076.609863,8030.879883,8076.609863,90.651566,94.968307,89.212654,94.968307
2012/3/26,8073.930176,8073.930176,7958.720215,7967.620117,94.968307,94.968307,92.090485,92.450211
2012/3/27,8033.220215,8033.220215,7978.740234,8029.459961,94.248856,94.248856,89.57238,92.809937
2012/3/28,8074.640137,8085.430176,8013.799805,8038.069824,90.29184,93.16967,90.29184,92.090485
2012/3/29,7997.870117,7997.870117,7808.549805,7872.660156,91.011299,91.011299,85.975098,85.975098
2012/3/30,7832.220215,7933,7775.75,7933,83.816727,87.414009,82.018082,85.975098
2012/4/2,7905.879883,7928.430176,7859.560059,7862.899902,85.975098,85.975098,80.57917,83.457001
2012/4/3,7896.720215,7907.620117,7723.390137,7760.850098,83.457001,83.457001,77.701347,77.701347
2012/4/5,7603.310059,7667.040039,7528.029785,7639.819824,72.665146,79.499985,72.30542,78.780525
2012/4/6,7667.899902,7713.240234,7638.049805,7706.259766,78.780525,84.176453,77.701347,81.658356
2012/4/9,7587.680176,7650.890137,7529.390137,7600.870117,76.262428,81.29863,76.262428,81.29863
2012/4/10,7659.029785,7692.939941,7605.669922,7640.680176,83.457001,84.176453,79.859711,81.29863
2012/4/11,7592.939941,7666.069824,7573.049805,7656.669922,79.499985,84.895912,79.499985,84.176453
2012/4/12,7669.459961,7673.839844,7599,7662.919922,84.536186,86.694557,83.816727,84.536186
2012/4/13,7734.549805,7788.27002,7733.180176,7788.27002,86.334824,87.414009,85.255638,85.255638
2012/4/16,7747.359863,7749.490234,7714.140137,7729.859863,84.176453,86.334824,83.816727,86.334824
2012/4/17,7736.700195,7752.100098,7585.870117,7585.870117,86.334824,87.054283,81.658356,81.658356
2012/4/18,7676.47998,7683.950195,7590.97998,7605,84.176453,84.176453,80.219444,80.57917
2012/4/19,7602.279785,7632.72998,7528.040039,7622.689941,80.57917,80.57917,75.542976,79.140259
2012/4/20,7601.569824,7605.220215,7507.149902,7507.149902,77.701347,78.780525,75.902702,76.622154
2012/4/23,7488.819824,7521.419922,7430.930176,7481.089844,76.262428,78.061073,75.542976,77.341614
2012/4/24,7457.02002,7533.549805,7444.790039,7498.839844,77.701347,79.859711,76.262428,77.341614
2012/4/25,7552.779785,7569.25,7525.689941,7563.180176,79.140259,81.29863,78.061073,79.859711
2012/4/26,7596.529785,7600.450195,7509.879883,7521.350098,80.938904,82.018082,76.262428,76.262428
2012/4/27,7569.290039,7598.450195,7459.75,7480.5,76.622154,77.341614,71.370125,71.370125
2012/4/30,7439.220215,7501.720215,7422.140137,7501.720215,71.370125,74.104057,67.269218,67.485054
2012/5/2,7511.759766,7679.069824,7511.759766,7676.810059,68.56424,71.945686,67.772842,71.945686
2012/5/3,7671.060059,7681.22998,7643.089844,7659.529785,71.945686,73.744331,70.218994,72.665146
2012/5/4,7619.72998,7704.870117,7614.990234,7700.950195,71.945686,73.744331,71.082336,71.58596
2012/5/7,7608.350098,7608.350098,7515.689941,7538.080078,66.909492,67.556999,66.621712,66.621712
2012/5/8,7572.160156,7572.310059,7522.290039,7545.709961,67.341164,68.132568,66.909492,68.060623
2012/5/9,7485.330078,7513.709961,7448.899902,7475.709961,66.909492,68.780075,66.621712,67.556999
2012/5/10,7479.140137,7523.370117,7470.810059,7484.009766,68.132568,68.132568,65.974197,66.693649
2012/5/11,7472.560059,7473.549805,7382.950195,7401.370117,66.765602,68.636185,66.118088,67.269218
2012/5/14,7389.890137,7412.589844,7346.859863,7377.180176,68.204514,69.643425,67.772842,68.420349
2012/5/15,7328.740234,7396.419922,7291.439941,7395.640137,67.844788,72.665146,67.628944,72.665146
2012/5/16,7376.709961,7399.830078,7234.569824,7234.569824,72.665146,74.463791,71.945686,73.384605
2012/5/17,7304.399902,7356.77002,7274.319824,7356.77002,75.902702,78.420799,75.542976,78.420799
2012/5/18,7252.240234,7253.100098,7149.359863,7151.189941,76.981888,77.341614,75.542976,75.542976
2012/5/21,7164.899902,7220.100098,7164.899902,7192.22998,77.341614,80.57917,77.341614,79.859711
2012/5/22,7257.959961,7274.890137,7232.52002,7274.890137,81.29863,81.29863,77.701347,79.859711
2012/5/23,7213.600098,7213.600098,7130.52002,7147.75,78.780525,80.938904,77.701347,78.061073
2012/5/24,7155.740234,7190.549805,7090.470215,7124.890137,79.499985,79.859711,76.981888,76.981888
2012/5/25,7116.330078,7139.759766,7066.390137,7071.629883,77.701347,78.420799,74.463791,74.823517
2012/5/28,7067.549805,7136,7047.319824,7136,75.542976,79.859711,75.183243,79.859711
2012/5/29,7179.580078,7349.850098,7178.669922,7342.290039,81.29863,85.255638,81.29863,84.895912
2012/5/30,7331.640137,7331.640137,7222.879883,7261.799805,84.895912,85.255638,83.097267,83.097267
2012/5/31,7184.910156,7301.5,7132.799805,7301.5,81.658356,85.255638,81.29863,84.176453
2012/6/1,7213.689941,7218.75,7106.089844,7106.089844,82.377815,83.097267,78.420799,78.780525
2012/6/4,6907.129883,6937.330078,6857.350098,6894.660156,75.542976,79.859711,74.104057,79.859711
2012/6/5,6988.52002,7037.569824,6967.310059,7000.450195,83.457001,84.895912,80.57917,81.29863
2012/6/6,7037.919922,7076.279785,7004.399902,7056.149902,82.018082,83.097267,80.219444,81.658356
2012/6/7,7133.779785,7139.160156,7052.359863,7080.310059,83.097267,85.255638,80.938904,80.938904
2012/6/8,7033.509766,7063.080078,6979.819824,6999.649902,80.57917,83.457001,80.57917,81.29863
2012/6/11,7081.720215,7137.97998,7081.720215,7120.22998,83.097267,83.457001,80.938904,82.018082
2012/6/12,7036.439941,7076.370117,7026.27002,7072.080078,81.658356,82.377815,80.938904,81.29863
2012/6/13,7103.200195,7109.339844,7059.850098,7088.830078,81.658356,82.018082,79.140259,79.140259
2012/6/14,7096.859863,7114.069824,7070.359863,7075.100098,79.140259,81.29863,77.701347,80.938904
2012/6/15,7094,7166.080078,7085.919922,7155.830078,81.29863,86.334824,80.219444,86.334824
2012/6/18,7263.810059,7302.819824,7262.799805,7281.5,88.493195,92.090485,88.493195,90.651566
2012/6/19,7286.540039,7288.97998,7239.419922,7273.129883,91.371025,91.730751,89.932114,91.730751
2012/6/20,7309.22998,7334.629883,7281.740234,7334.629883,93.529396,93.529396,87.773743,87.773743
2012/6/21,7301.790039,7311.390137,7259.109863,7279.049805,87.773743,89.212654,86.694557,88.133469
2012/6/22,7210.799805,7229.72998,7185.310059,7222.049805,86.694557,89.57238,86.694557,89.57238
2012/6/25,7222.609863,7222.609863,7157.899902,7166.379883,88.852928,89.57238,87.414009,87.414009
2012/6/26,7145.220215,7156.990234,7117.169922,7137.930176,88.133469,89.212654,84.536186,85.615372
2012/6/27,7137.990234,7199.319824,7127.97998,7183.009766,84.895912,87.414009,84.895912,85.975098
2012/6/28,7230.470215,7236.709961,7165.339844,7169.609863,86.694557,87.414009,84.895912,85.255638
2012/6/29,7183.450195,7296.279785,7177.589844,7296.279785,85.615372,86.694557,84.895912,86.334824
2012/7/2,7332.089844,7359.990234,7318.220215,7345.160156,87.773743,88.852928,87.054283,87.054283
2012/7/3,7363.370117,7431.700195,7357.669922,7418.359863,88.133469,88.133469,84.176453,85.255638
2012/7/4,7414.560059,7442.549805,7397.799805,7422.589844,85.615372,87.414009,85.255638,86.694557
2012/7/5,7412.549805,7426.620117,7376.450195,7387.779785,86.694557,89.57238,86.334824,87.414009
2012/7/6,7392.779785,7406.620117,7328.029785,7368.589844,88.133469,88.133469,83.816727,84.536186
2012/7/9,7301.720215,7333.279785,7293.109863,7309.959961,83.457001,85.615372,83.457001,84.895912
2012/7/10,7305.759766,7328.75,7228.879883,7251.350098,85.255638,85.615372,81.29863,82.377815
2012/7/11,7207.080078,7261.589844,7202.379883,7257.910156,82.377815,84.176453,80.57917,84.176453
2012/7/12,7240.879883,7242.779785,7130.930176,7130.930176,84.536186,84.895912,83.457001,83.457001
2012/7/13,7113.140137,7153.850098,7103.709961,7104.27002,83.457001,84.895912,81.658356,84.176453
2012/7/16,7135.939941,7147.379883,7085.379883,7090.040039,84.895912,85.255638,82.377815,83.816727
2012/7/17,7056.799805,7133.049805,7051.759766,7127,84.176453,84.176453,78.061073,78.061073
2012/7/18,7132.649902,7132.649902,7046.089844,7049.049805,76.981888,78.780525,75.542976,78.061073
2012/7/19,7109.330078,7163.75,7098.180176,7148.569824,79.140259,83.097267,77.341614,81.658356
2012/7/20,7136.47998,7164.680176,7130.709961,7164.680176,82.018082,83.457001,81.658356,83.457001
2012/7/23,7105.990234,7105.990234,6996.180176,7028.72998,82.018082,82.737541,80.219444,81.29863
2012/7/24,7004.439941,7015.759766,6968.779785,7008.350098,80.57917,82.377815,78.061073,79.499985
2012/7/25,6932.120117,7036.950195,6922.72998,6979.129883,77.341614,81.29863,76.981888,79.499985
2012/7/26,7012.939941,7023.97998,6963.569824,6970.689941,80.57917,81.29863,78.780525,80.938904
2012/7/27,7060.430176,7124.490234,7045.310059,7124.490234,82.737541,86.334824,81.29863,86.334824
2012/7/30,7159.209961,7184.310059,7146.069824,7158.879883,87.773743,87.773743,85.615372,85.615372
2012/7/31,7140.529785,7270.490234,7140.529785,7270.490234,87.054283,88.133469,85.615372,87.414009
2012/8/1,7242.580078,7273.620117,7223.169922,7267.959961,87.414009,87.414009,84.176453,86.694557
2012/8/3,7220.509766,7235.629883,7186.779785,7217.509766,85.615372,87.414009,84.895912,85.615372
2012/8/6,7311.740234,7340.560059,7276.600098,7286.330078,87.414009,87.773743,84.895912,85.255638
2012/8/7,7289.890137,7300.990234,7265.959961,7295.459961,85.255638,87.773743,85.255638,87.054283
2012/8/8,7331.589844,7357.419922,7302.899902,7319.799805,87.773743,88.493195,86.334824,86.334824
2012/8/9,7341.870117,7435,7341.870117,7433.700195,87.773743,92.090485,87.773743,92.090485
2012/8/10,7443.359863,7458.22998,7409.430176,7441.120117,94.968307,96.407227,94.608582,95.328033
2012/8/13,7495.810059,7495.810059,7423.839844,7436.299805,95.328033,98.205864,93.889122,95.328033
2012/8/14,7447.029785,7520.649902,7447.029785,7479.25,95.328033,97.126678,94.968307,96.407227
2012/8/15,7489.810059,7489.810059,7442.720215,7467.740234,97.486404,102.522606,96.047493,98.925323
2012/8/16,7475.680176,7515.02002,7456.399902,7490.209961,99.644775,100.004509,98.205864,100.004509
2012/8/17,7502.850098,7516.709961,7467.919922,7467.919922,100.723961,101.44342,98.205864,99.644775
2012/8/20,7482.049805,7485.160156,7422.439941,7431.910156,100.723961,101.803146,99.285049,100.364235
2012/8/21,7459.5,7536.319824,7459.5,7506.810059,101.083694,102.16288,97.126678,97.846138
2012/8/22,7495.870117,7501.259766,7461.069824,7496.580078,97.846138,98.205864,95.328033,95.687767
2012/8/23,7486.580078,7519.029785,7475.089844,7505.169922,95.687767,99.285049,95.687767,98.56559
2012/8/24,7479.569824,7494.359863,7454.850098,7477.529785,97.846138,98.205864,94.968307,96.407227
2012/8/27,7504.450195,7523.540039,7457.75,7468.220215,99.285049,100.004509,97.126678,97.126678
2012/8/28,7440.560059,7445.080078,7359.830078,7361.939941,97.126678,98.205864,95.328033,96.047493
2012/8/29,7379.47998,7405.299805,7368.399902,7391.149902,96.047493,97.846138,93.529396,97.846138
2012/8/30,7372.060059,7404.939941,7360.100098,7371.439941,98.205864,98.56559,96.766953,97.486404
2012/8/31,7363.25,7406.52002,7363.25,7397.060059,96.407227,98.925323,96.407227,97.486404
2012/9/3,7430.399902,7462.149902,7389.680176,7450.529785,97.486404,99.644775,96.766953,98.925323
2012/9/4,7471.310059,7479.009766,7440.029785,7451.350098,98.925323,99.285049,97.486404,98.56559
2012/9/5,7429.930176,7429.930176,7364.680176,7367.439941,98.56559,100.004509,98.205864,100.004509
2012/9/6,7383.040039,7390.759766,7313.560059,7326.720215,98.488754,98.488754,95.09259,95.84729
2012/9/7,7434.430176,7446.100098,7409.879883,7424.910156,97.356697,98.488754,95.09259,95.46994
2012/9/10,7435.339844,7482.740234,7435.339844,7482.740234,95.09259,95.09259,91.319077,92.828476
2012/9/11,7497.22998,7509.160156,7468.180176,7485.129883,93.205833,96.22464,93.205833,93.583183
2012/9/12,7518.680176,7571.419922,7515.040039,7570.450195,94.715233,95.46994,92.828476,94.715233
2012/9/13,7577.160156,7594.759766,7557.279785,7578.799805,95.09259,95.09259,92.828476,92.828476
2012/9/14,7660.379883,7738.049805,7660.379883,7738.049805,94.337883,95.09259,92.073776,92.073776
2012/9/17,7768.450195,7778.060059,7725.899902,7762.220215,92.828476,95.46994,92.451126,93.960533
2012/9/18,7740.569824,7757.040039,7714.430176,7734.259766,93.960533,95.46994,93.205833,94.715233
2012/9/19,7739.52002,7781.910156,7726.350098,7781.910156,95.84729,99.243454,95.84729,96.979347
2012/9/20,7781.810059,7785.470215,7704.609863,7727.549805,97.356697,97.734047,94.337883,95.84729
2012/9/21,7763.290039,7765.009766,7737.029785,7754.589844,96.22464,96.601997,94.715233,95.46994
2012/9/24,7760.330078,7781.549805,7706.950195,7768.299805,95.84729,97.356697,95.46994,95.46994
2012/9/25,7766.439941,7789.390137,7720.439941,7734.129883,95.84729,96.22464,92.451126,92.828476
2012/9/26,7702.77002,7708.899902,7649.5,7669.629883,92.073776,92.073776,86.413506,86.413506
2012/9/27,7665.890137,7699.22998,7658.509766,7683.799805,86.036148,88.300262,85.658798,87.545555
2012/9/28,7704.22998,7721.290039,7665.350098,7715.160156,88.300262,88.677612,86.790855,88.300262
2012/10/1,7702.120117,7707.890137,7657.879883,7675.720215,88.300262,89.432312,85.658798,86.413506
2012/10/2,7703.100098,7726.609863,7683.029785,7718.680176,86.790855,90.187019,86.413506,89.809669
2012/10/3,7727.47998,7727.529785,7680.97998,7684.629883,89.809669,90.564369,89.054962,90.564369
2012/10/4,7678.47998,7689.080078,7621.379883,7682.339844,90.941719,91.319077,89.432312,89.809669
2012/10/5,7694.049805,7721.930176,7675.47998,7690.649902,90.564369,90.564369,89.432312,89.809669
2012/10/8,7707.970215,7707.970215,7612.870117,7615.890137,89.054962,89.432312,84.904099,85.658798
2012/10/9,7593.580078,7631.959961,7590.75,7592.009766,87.545555,88.677612,86.790855,86.790855
2012/10/11,7494.580078,7501.220215,7448.060059,7451.720215,86.790855,90.187019,86.413506,89.809669
2012/10/12,7456.509766,7478.509766,7398.799805,7437.040039,90.187019,90.941719,89.432312,90.564369
2012/10/15,7433.220215,7433.680176,7392.609863,7418.899902,90.941719,93.960533,90.941719,92.073776
2012/10/16,7437.790039,7471.02002,7437.790039,7471.02002,93.583183,93.583183,90.941719,91.696426
2012/10/17,7505.410156,7518.359863,7450.290039,7464.399902,92.828476,92.828476,89.809669,90.187019
2012/10/18,7474.069824,7495.450195,7448.060059,7465.410156,90.564369,90.941719,87.545555,87.545555
2012/10/19,7443.609863,7449.220215,7402.660156,7408.759766,86.790855,88.677612,86.790855,88.300262
2012/10/22,7333.240234,7373.040039,7310.790039,7373.040039,86.790855,89.054962,86.036148,89.054962
2012/10/23,7367.459961,7375.5,7326.390137,7337.47998,89.432312,89.432312,87.922913,87.922913
2012/10/24,7288.140137,7348.450195,7274.879883,7314.879883,87.545555,89.054962,87.545555,89.054962
2012/10/25,7329.5,7339.209961,7260,7262.080078,89.054962,91.319077,88.677612,88.677612
2012/10/26,7291.97998,7298.47998,7132.77002,7134.060059,89.809669,89.809669,87.545555,87.922913
2012/10/29,7147.200195,7165.100098,7091.189941,7091.669922,89.054962,89.432312,82.262634,83.772041
2012/10/30,7131.149902,7206.350098,7131.149902,7182.589844,86.036148,89.432312,85.281448,89.432312
2012/10/31,7220.02002,7222.839844,7139.169922,7166.049805,89.809669,91.319077,88.677612,89.809669
2012/11/1,7141.970215,7188.22998,7050.049805,7179.640137,90.187019,95.09259,88.677612,94.715233
2012/11/2,7232.200195,7235.129883,7199.569824,7210.470215,95.09259,95.84729,92.451126,92.828476
2012/11/5,7200.77002,7216.299805,7161.700195,7185.359863,92.828476,95.46994,92.828476,93.960533
2012/11/6,7223.02002,7236.680176,7165.580078,7236.680176,93.583183,95.09259,92.828476,95.09259
2012/11/7,7249.75,7287.180176,7220.040039,7287.180176,95.46994,96.22464,93.960533,95.46994
2012/11/8,7229,7242.629883,7190.990234,7242.629883,93.960533,94.337883,92.073776,92.073776
2012/11/9,7206.160156,7302.27002,7170.290039,7293.220215,89.809669,91.696426,88.300262,90.564369
2012/11/12,7303.930176,7307.589844,7264.02002,7267.75,91.319077,91.696426,89.432312,89.809669
2012/11/13,7262.649902,7262.649902,7129.870117,7136.049805,89.809669,90.187019,87.545555,88.677612
2012/11/14,7141.580078,7165.859863,7107.779785,7159.75,88.300262,89.809669,87.922913,89.054962
2012/11/15,7132.02002,7158.740234,7066.279785,7143.839844,88.300262,89.809669,87.922913,89.054962
2012/11/16,7125.240234,7194.279785,7108.839844,7130.069824,88.677612,89.809669,87.168205,87.545555
2012/11/19,7134.709961,7162.120117,7125.209961,7129.040039,87.922913,88.300262,86.790855,86.790855
2012/11/20,7179.100098,7189.100098,7141.160156,7145.77002,88.300262,89.432312,87.545555,89.054962
2012/11/21,7150.240234,7169.399902,7061.870117,7088.490234,89.432312,89.809669,87.545555,88.300262
2012/11/22,7116.799805,7134.779785,7097.379883,7105.759766,89.054962,89.054962,86.036148,86.413506
2012/11/23,7148.970215,7326.009766,7148.970215,7326.009766,87.545555,89.054962,86.790855,88.677612
2012/11/26,7372.379883,7407.370117,7370.279785,7407.370117,89.809669,90.564369,88.300262,88.677612
2012/11/27,7408.740234,7436.779785,7384.970215,7430.200195,89.054962,92.073776,88.677612,89.809669
2012/11/28,7418.419922,7434.930176,7385.910156,7434.930176,89.809669,90.564369,89.432312,89.809669
2012/11/29,7468.930176,7521.52002,7466.490234,7503.549805,90.564369,91.696426,89.809669,89.809669
2012/11/30,7519.069824,7590.689941,7515.149902,7580.169922,90.187019,90.187019,88.677612,89.432312
2012/12/3,7582.649902,7628.290039,7562.189941,7599.910156,89.809669,90.941719,89.432312,89.432312
2012/12/4,7572.109863,7600.97998,7536.660156,7600.97998,89.432312,95.09259,89.432312,95.09259
2012/12/5,7575.629883,7650.120117,7567.459961,7649.049805,95.09259,95.09259,92.828476,93.205833
2012/12/6,7660.970215,7673.620117,7616.790039,7623.259766,94.337883,95.46994,91.319077,91.319077
2012/12/7,7640.25,7672.919922,7631.629883,7642.259766,92.073776,93.205833,91.696426,91.696426
2012/12/10,7658.390137,7669.049805,7603.25,7609.5,92.451126,92.828476,87.545555,87.922913
2012/12/11,7621,7630.660156,7556.669922,7613.689941,87.922913,87.922913,83.772041,86.036148
2012/12/12,7653.899902,7696.02002,7645.540039,7690.189941,87.545555,87.545555,85.281448,85.658798
2012/12/13,7713.689941,7757.089844,7699.410156,7757.089844,86.790855,87.545555,85.281448,86.790855
2012/12/14,7722.879883,7723.740234,7686.319824,7698.77002,86.036148,86.036148,83.017342,83.394691
2012/12/17,7664.970215,7683.319824,7603.509766,7631.279785,81.885284,81.885284,77.734421,78.111771
2012/12/18,7620.290039,7643.740234,7616.040039,7643.740234,78.111771,78.86647,75.092957,75.168427
2012/12/19,7671.129883,7685.629883,7647.009766,7677.470215,76.225014,77.357063,74.715607,75.092957
2012/12/20,7646.129883,7646.129883,7574.560059,7595.459961,75.470306,76.602364,72.451492,74.791077
2012/12/21,7592.569824,7608.810059,7491.52002,7519.930176,75.470306,75.847656,74.338249,74.715607
2012/12/24,7542.660156,7566.089844,7520.620117,7535.52002,75.847656,76.979713,75.243896,76.225014
2012/12/25,7556.240234,7654.600098,7543.830078,7636.569824,77.357063,79.998528,76.979713,79.24382
2012/12/26,7646.509766,7683.089844,7633.830078,7634.189941,79.621178,79.621178,77.734421,78.48912
2012/12/27,7634.799805,7661.009766,7622.72998,7648.410156,78.48912,79.24382,76.979713,77.357063
2012/12/28,7700.870117,7708.310059,7665.040039,7699.5,78.48912,78.86647,76.979713,76.979713
2013/1/2,7738.049805,7793.47998,7715.259766,7779.220215,78.48912,78.86647,77.734421,78.48912
2013/1/3,7826.339844,7855.160156,7815.290039,7836.839844,79.621178,79.621178,77.357063,77.357063
2013/1/4,7818.27002,7818.27002,7773.060059,7805.990234,77.357063,78.48912,76.979713,76.979713
2013/1/7,7797.049805,7797.049805,7725.470215,7755.089844,76.979713,76.979713,73.43261,73.43261
2013/1/8,7737.069824,7751.799805,7692.97998,7721.660156,73.2062,74.413727,71.696793,74.413727
2013/1/9,7726.399902,7763.970215,7703.22998,7738.640137,74.413727,74.942017,73.43261,73.43261
2013/1/10,7780.97998,7825.060059,7760.089844,7811.640137,73.960899,74.640137,72.82885,72.90432
2013/1/11,7843.569824,7845.359863,7801.689941,7819.149902,72.90432,73.734489,72.451492,73.583549
2013/1/14,7795.680176,7823.970215,7731.319824,7823.970215,73.28167,74.262779,73.28167,73.35714
2013/1/15,7823.509766,7823.509766,7744.390137,7765.02002,72.451492,72.82885,69.583626,69.810036
2013/1/16,7766.089844,7769.180176,7700.430176,7700.430176,69.432686,70.564735,69.432686,69.583626
2013/1/17,7748.569824,7774.970215,7603.27002,7616.640137,70.715675,71.998672,69.810036,70.036446
2013/1/18,7697.279785,7732.870117,7676.109863,7732.870117,72.300552,73.659019,71.319443,73.2062
2013/1/21,7725.359863,7739.370117,7674.180176,7724.919922,72.82885,72.82885,71.923203,71.998672
2013/1/22,7746.790039,7759.470215,7699.25,7759.100098,72.225082,74.640137,72.225082,73.2062
2013/1/23,7773.200195,7773.200195,7730.100098,7744.180176,73.885429,73.960899,73.2062,73.659019
2013/1/24,7717.040039,7724.680176,7653.620117,7695.990234,72.149612,73.583549,71.319443,73.35714
2013/1/25,7695.25,7704.310059,7637.200195,7672.580078,72.225082,73.28167,71.923203,72.526962
2013/1/28,7685.669922,7717.350098,7685.669922,7714.669922,72.526962,72.677902,70.640205,70.866615
2013/1/29,7744.149902,7802,7739.600098,7802,71.168503,73.960899,71.168503,73.809959
2013/1/30,7832.950195,7847.209961,7804.709961,7832.97998,74.262779,74.866547,73.50808,73.885429
2013/1/31,7832.870117,7850.02002,7800.899902,7850.02002,73.960899,76.602364,73.960899,75.470306
2013/2/1,7853.75,7866.22998,7832,7855.970215,75.847656,76.225014,74.791077,74.791077
2013/2/4,7882.759766,7929.970215,7880.290039,7923.160156,75.470306,75.847656,74.413727,74.715607
2013/2/5,7896.669922,7896.669922,7863.910156,7886.939941,74.564667,75.847656,74.338249,74.942017
2013/2/6,7925.259766,7941.649902,7906.649902,7906.649902,76.602364,76.602364,74.791077,74.791077
2013/2/18,8000.689941,8005.72998,7927.950195,7943.529785,75.319366,75.319366,71.319443,71.319443
