Date,SI_Open,SI_High,SI_Low,SI_Close,SI_Length,SI_BarLength,SI_RodLength,SI_PinLength,SI_OpenRatio,SI_HighRatio,SI_LowRatio,SI_CloseRatio,SI_RiseFall,SI_BarRatio,SI_RodRatio,SI_PinRatio,SI_RSI_5,SI_RSI_10,Open,High,Low,Close,Length,BarLength,RodLength,PinLength,OpenRatio,HighRatio,LowRatio,CloseRatio,RiseFall,BarRatio,RodRatio,PinRatio,RSI_5,RSI_10
2019/1/2,9725.269531,9737.679688,9542.519531,9554.139648,195.160157,-171.129883,12.4101570000003,-11.6201170000004,0.999779938856729,1.00127607332223,0.981208747025728,0.982403584553157,-0.017596415446843,-0.876868955378015,0.063589603486537,-0.059541441135449,37.9683143392525,40.8907597159394,75.099998,75.699997,74.699997,75.300003,1,0.200005000000004,0.399993999999992,-0.400001000000003,1.00805366442953,1.0079893344338,0.994673754851498,1.00266318249436,0.002663182494359,0.200005000000004,0.399993999999992,-0.400001000000003,8.74799287372055,26.0486100013083
2019/1/3,9494.25,9554.530273,9474.469727,9492.419922,80.0605460000006,-1.83007800000087,60.2802730000003,-17.9501949999994,0.993731549861474,1.00634913479211,0.997916604997762,0.999807243542144,-0.000192756457856,-0.022858674983317,0.752933573548197,-0.224207751468486,40.8935602164207,43.3557281467872,75,75.199997,69,70.599998,6.199997,-4.400002,0.199996999999996,-1.599998,0.996015896573072,1.00266662666667,0.92,0.941333306666667,-0.058666693333333,-0.709678085328106,0.032257596253675,-0.258064318418219,3.03397983485593,8.75429831646764
2019/1/4,9427.240234,9427.240234,9319.280273,9382.509766,107.959961,-44.7304680000016,0,-63.2294929999989,0.993133501411064,1,0.98854808424096,0.995255189547554,-0.004744810452446,-0.414324603173962,0,-0.585675396826038,43.1203897818376,33.7394629496946,69,70.5,66.900002,70,3.599998,1,0.5,-2.099998,0.977337138168191,1.02173913043478,0.969565246376812,1.01449275362319,0.014492753623188,0.277777932098851,0.138888966049426,-0.583333101851723,17.9446757490564,19.3762035466838
2019/1/7,9460.200195,9596.349609,9460.200195,9590.299805,136.149414000001,130.099610000001,6.04980400000022,0,1.00828034619069,1.01439181108154,1,1.01375231044992,0.013752310449917,0.955564964826068,0.044435035173932,0,49.146117405992,50.111216246196,71.699997,72.099998,70.599998,71,1.5,-0.699996999999996,0.400001000000003,-0.400002000000001,1.02428567142857,1.0055788147383,0.984658311770919,0.990237140456226,-0.009762859543774,-0.466664666666664,0.266667333333335,-0.266668,16.6990625132329,20.7204247608929
2019/1/8,9591.55957,9600.94043,9547.629883,9563.599609,53.310547000001,-27.9599609999987,9.38086000000112,-15.9697260000012,1.00013135825007,1.00097803281432,0.995419964117472,0.997084941109322,-0.002915058890678,-0.524473346709389,0.175966305504255,-0.299560347786356,35.0812149436915,45.8137844157012,70.300003,70.5,68.300003,68.800003,2.199997,-1.5,0.199996999999996,-0.5,0.990140887323943,1.00284490741771,0.971550499080348,0.978662874310261,-0.021337125689739,-0.681819111571517,0.090907851237977,-0.227273037190506,16.0451894748246,12.7361404477072
2019/1/9,9584.629883,9741.639648,9584.629883,9738.30957,157.009765000001,153.679687,3.33007800000087,0,1.0021989914739,1.01638141137599,1,1.01603397198181,0.016033971981806,0.978790631270604,0.021209368729396,0,79.1369458634893,56.7207158228727,67.400002,70.5,66.800003,70,3.699997,2.599998,0.5,-0.599998999999997,0.979651149143118,1.0459940342435,0.991097937949616,1.03857563683752,0.038575636837518,0.702702731921135,0.135135244704253,-0.162162023374613,37.1536141803313,32.163019362553
2019/1/10,9731.110352,9731.110352,9683.200195,9720.69043,47.9101570000003,-10.4199219999991,0,-37.4902350000011,0.999260732271011,1,0.995076599147789,0.998929215513638,-0.001070784486362,-0.217488788442064,0,-0.782511211557936,77.3329483677571,58.3740948632668,69.300003,69.900002,68.300003,68.300003,1.599999,-1,0.599998999999997,0,0.990000042857143,1.00865799385319,0.985569986194662,0.985569986194662,-0.014430013805339,-0.625000390625245,0.374999609374755,0,53.8227761427532,29.9026172865536
2019/1/11,9753.629883,9796.980469,9736,9759.400391,60.9804690000001,5.77050799999961,37.5800780000009,-17.6298829999996,1.00338859191507,1.00444455925845,0.998192479803778,1.00059162671428,0.000591626714282,0.094628790080306,0.616264168122433,-0.289107041797261,88.4010240896496,64.1530629101312,68.300003,69.199997,68.199997,68.5,1,0.199996999999996,0.699996999999996,-0.100006000000008,1,1.01317707116353,0.998535783373245,1.00292821363419,0.002928213634193,0.199996999999996,0.699996999999996,-0.100006000000008,47.6870214348893,32.117982598719
2019/1/14,9737.669922,9762.370117,9677.490234,9708.219727,84.8798829999996,-29.4501949999994,24.7001950000013,-30.7294929999989,0.997773380727361,1.00253656112785,0.993819908819867,0.996975642506277,-0.003024357493723,-0.346963190323902,0.291001755975575,-0.362035053700522,70.3407500519044,56.51880273002,69,70.199997,68.800003,69.599998,1.39999399999999,0.599997999999999,0.599998999999997,-0.199996999999996,1.00729927007299,1.01739126086957,0.997101492753623,1.00869562318841,0.008695623188406,0.428571836736445,0.428572551025219,-0.142855612238336,58.3941507262739,35.6939609345674
2019/1/15,9701.929688,9806.040039,9701.929688,9806.040039,104.110350999999,104.110350999999,0,0,0.999352091405337,1.010730891106,1,1.010730891106,0.010730891106,1,0,0,86.9795563917098,58.1840967320114,69.400002,70.199997,69.099998,69.800003,1.099999,0.400001000000003,0.399993999999992,-0.300004000000001,0.997126494170301,1.01152730514331,0.995677175917084,1.00576370300393,0.005763703003928,0.363637603306916,0.363631239664757,-0.272731157028326,79.5008384914522,41.2366583555143
2019/1/16,9781.349609,9803.990234,9763.80957,9763.80957,40.1806640000013,-17.5400390000013,22.640625,0,0.99748212021348,1.00231467291376,0.9982067874372,0.9982067874372,-0.0017932125628,-0.436529346553376,0.563470653446624,0,65.7870070811355,74.9479757355671,69.800003,71.599998,69.599998,70.400002,2,0.599998999999997,1.199996,-0.200005000000004,1,1.02578789287445,0.997134598977023,1.00859597384258,0.00859597384258,0.299999499999998,0.599997999999999,-0.100002500000002,64.2940997554266,43.1391593926622
2019/1/17,9773.30957,9826.25,9759.509766,9789.150391,66.7402340000008,15.8408209999998,37.0996090000008,-13.7998040000002,1.00097298087718,1.00541683752273,0.99858801116437,1.00162082464354,0.00162082464354,0.237350396463992,0.555880715072116,-0.206768888463892,72.8754361522549,75.926187337761,71.199997,73.599998,70.699997,73,2.900001,1.800003,0.599997999999999,-0.5,1.01136356501808,1.03370788063376,0.992977527793997,1.02528094207644,0.025280942076444,0.620690475623974,0.206895790725589,-0.172413733650436,100,69.6188878808591
2019/1/18,9781.389648,9842.799805,9771.150391,9836.05957,71.6494140000013,54.6699219999991,6.74023500000112,-10.2392570000011,0.999207209748546,1.00627826507377,0.998953189948619,1.00558917740397,0.005589177403967,0.76301980641458,0.094072437214923,-0.142907756370497,78.8317426705689,84.5884594626007,72,75.900002,72,74.800003,3.900002,2.800003,1.099999,0,0.986301369863014,1.05416669444444,1,1.03888893055556,0.038888930555556,0.717949119000453,0.282050880999547,0,100,73.8722285538361
2019/1/21,9870.269531,9919.94043,9870.269531,9889.400391,49.6708990000006,19.1308599999993,30.5400390000013,0,1.00347801482459,1.00503237513869,1,1.00193823075853,0.001938230758533,0.385152280010053,0.614847719989947,0,91.725799546892,80.5699059756888,74.900002,75.599998,73.599998,73.900002,2,-1,0.699995999999999,-0.300004000000001,1.00133688497312,1.00934574073843,0.982643471758519,0.986648865510044,-0.013351134489956,-0.5,0.349997999999999,-0.150002000000001,85.4690519124359,72.3817708902928
2019/1/22,9880.540039,9894.660156,9855.469727,9894.660156,39.1904290000002,14.1201170000004,0,-25.0703119999998,0.999104055690974,1.00142908352623,0.997462657719007,1.00142908352623,0.001429083526231,0.360295035300591,0,-0.639704964699409,85.5041560630865,86.5630666040096,74,74.5,72.099998,72.099998,2.400002,-1.900002,0.5,0,1.00135315287272,1.00675675675676,0.974324297297297,0.974324297297297,-0.025675702702703,-0.791666840277633,0.208333159722367,0,65.0899898701546,70.6580703628482
2019/1/23,9869.540039,9873.389648,9828.030273,9846.400391,45.359375,-23.1396480000003,3.84960900000078,-18.3701179999989,0.99746124509544,1.00039004948405,0.995794153948819,0.997655448186181,-0.002344551813819,-0.510140362383748,0.08486909266278,-0.404990544953472,81.8559376452957,72.6778705900476,72.599998,73.5,71.800003,72.400002,1.699997,-0.199995999999999,0.900002000000001,-0.599998999999997,1.00693481295242,1.01239672210459,0.988980784820407,0.997245234083891,-0.002754765916109,-0.117644913491023,0.529413875436252,-0.352941211072724,60.5653410519779,61.5949061050789
2019/1/24,9865,9892.820313,9847.320313,9877.120117,45.5,12.1201170000004,15.7001959999998,-17.6796869999998,1.00188897548966,1.00282010268626,0.998207837100862,1.00122859776989,0.001228597769894,0.266376197802206,0.345059252747248,-0.388564549450546,81.2879573896854,76.3552627022375,72.5,73.199997,71.599998,71.800003,1.599999,-0.699996999999996,0.699996999999996,-0.200005000000004,1.00138118780715,1.00965513103448,0.987586179310345,0.990344868965517,-0.009655131034483,-0.437498398436498,0.437498398436498,-0.125003203127005,43.054131608366,63.6720881500592
2019/1/25,9923.389648,9980.080078,9918.209961,9969.610352,61.8701170000004,46.2207039999994,10.4697260000012,-5.17968699999983,1.0046845163825,1.00571280903108,0.999478032488521,1.00465775361439,0.004657753614393,0.747060232648325,0.169221047375765,-0.08371871997591,79.7852401260613,79.1536268175566,72,73.599998,72,73.199997,1.599998,1.199997,0.400001000000003,0,1.00278547342122,1.02222219444444,1,1.016666625,0.016666625,0.749999062498826,0.250000937501174,0,24.4725446874695,66.8851990398553
2019/1/28,10006.45996,10020.59961,9990.070313,10013.33008,30.5292969999991,6.87011999999959,7.26952999999958,-16.389647,1.00369619340164,1.00141305217395,0.998362093381124,1.00068656847951,0.000686568479508,0.225033678305785,0.238116521320481,-0.536849800373734,77.3397834580919,87.0771155412162,73.400002,74.900002,73.099998,73.5,1.800004,0.099997999999999,1.400002,-0.300004000000001,1.00273230885515,1.02043596674561,0.995912752154966,1.00136237053509,0.001362370535085,0.055554320990398,0.777777160495199,-0.166668518514404,32.1288881699331,65.2443412814953
2019/1/29,9944.709961,9952.339844,9893.959961,9931.589844,58.3798829999996,-13.1201170000004,7.62988299999961,-37.6298829999996,0.993147123039811,1.00076723031943,0.994896784300495,0.998680693851158,-0.001319306148842,-0.224736952624596,0.130693701458766,-0.644569345916638,64.2088748552051,75.861474377815,73.400002,74.699997,72.599998,74.5,2.099999,1.099998,0.199996999999996,-0.800004000000001,0.998639482993197,1.01771110305964,0.989100763239761,1.01498634836549,0.014986348365495,0.523808820861344,0.09523671201748,-0.380954467121176,72.680613865646,67.283161700034
2019/1/30,9915.969727,9959.030273,9909.80957,9932.259766,49.2207030000009,16.2900389999995,26.7705070000011,-6.16015700000025,0.998427228948703,1.00434254512524,0.999378764037245,1.00164280846437,0.001642808464375,0.330959088495734,0.5438871322094,-0.125153779294866,86.1635933040094,83.6849363237989,74.599998,75.300003,74.300003,75.199997,1,0.599998999999997,0.100006000000008,-0.299994999999996,1.00134225503356,1.00938344529178,0.995978619195137,1.00804288225316,0.00804288225316,0.599998999999997,0.100006000000008,-0.299994999999996,80.9613648754358,67.167657743225
2019/2/11,10029.83984,10065.51953,9988.830078,10004.25,76.6894519999987,-25.5898400000005,35.679689999999,-15.4199219999991,1.00982455919387,1.00355735391284,0.995911224640253,0.997448629249498,-0.002551370750502,-0.333681351641435,0.465248988870068,-0.201069659488496,64.3512107352017,73.4249392274485,76,78,75.599998,78,2.400002,2,0,-0.400002000000001,1.01063833819036,1.02631578947368,0.994736815789473,1.02631578947368,0.026315789473684,0.833332638889467,0,-0.166667361110533,100,67.3831081731779
2019/2/12,10032.08008,10100.23047,10032.08008,10097.74023,68.1503900000007,65.6601499999997,2.49024000000099,0,1.00278182572407,1.00679324621181,1,1.0065450185282,0.006545018528201,0.963459636841389,0.036540363158611,0,69.6300123958365,74.4684110062206,77.900002,80,77.900002,79,2.099998,1.099998,1,0,0.998717974358974,1.02695761163138,1,1.01412064148599,0.014120641485991,0.523809070294353,0.476190929705648,0,100,61.305803198933
2019/2/13,10123.61035,10140.98047,10074.33984,10090.58008,66.6406299999999,-33.0302700000011,17.3701199999996,-16.2402399999992,1.00256197123423,1.0017158029003,0.995133108812312,0.996737303308004,-0.003262696691996,-0.495647625180032,0.260653598262796,-0.243698776557172,53.4411578761728,63.0745847688054,79.400002,79.400002,77.300003,77.800003,2.099999,-1.599999,0,-0.5,1.0050633164557,1,0.973551650540261,0.979848879600784,-0.020151120399216,-0.761904648526023,0,-0.238095351473977,75.9006267370739,58.322374520537
