Date,SI_Open,SI_High,SI_Low,SI_Close,SI_Length,SI_BarLength,SI_RodLength,SI_PinLength,SI_OpenRatio,SI_HighRatio,SI_LowRatio,SI_CloseRatio,SI_RiseFall,SI_BarRatio,SI_RodRatio,SI_PinRatio,SI_RSI_5,SI_RSI_10,Open,High,Low,Close,Length,BarLength,RodLength,PinLength,OpenRatio,HighRatio,LowRatio,CloseRatio,RiseFall,BarRatio,RodRatio,PinRatio,RSI_5,RSI_10
2020/1/2,12026.5,12110.74023,12026.23047,12100.48047,84.509759999999,73.9804700000004,10.259759999999,-0.269529999999577,1.00244727917292,1.00700455078369,0.99997758865838,1.0061514547042,0.006151454704195,0.875407408564423,0.121403255671287,-0.00318933576429,62.2191216123726,47.8939514218785,116.5,125.5,116.5,124,9,7.5,1.5,0,1.0174672489083,1.07725321888412,1,1.06437768240343,0.064377682403434,0.833333333333333,0.166666666666667,0,74.7812687408767,69.0748688534445
2020/1/3,12167.44043,12197.63965,12023.59961,12110.42969,174.04004,-57.0107399999997,30.1992199999986,-86.8300800000015,1.00553366125965,1.00248196982543,0.98817821867898,0.995314483738138,-0.004685516261862,-0.327572551695574,0.173518806362022,-0.498908641942404,52.6145195028036,48.6982273706059,125,127.5,120.5,123,7,-2,2.5,-2.5,1.00806451612903,1.02,0.964,0.984,-0.016,-0.285714285714286,0.357142857142857,-0.357142857142857,71.1678650959976,67.9464394349408
2020/1/6,12035.70996,12040.08008,11953.36035,11953.36035,86.7197299999989,-82.3496099999993,4.37011999999959,0,0.993830133867034,1.00036309615424,0.993157893445947,0.993157893445947,-0.006842106554053,-0.949606392916587,0.050393607083413,0,26.8154947175563,44.686786465537,122.5,123,119,120.5,4,-2,0.5,-1.5,0.995934959349593,1.00408163265306,0.971428571428571,0.983673469387755,-0.016326530612245,-0.5,0.125,-0.375,60.8387368889408,63.6025253304043
2020/1/7,11961.96973,11986.03027,11822.40039,11880.32031,163.62988,-81.6494199999997,24.0605400000022,-57.9199199999985,1.00072024767496,1.00201141956911,0.988332244341835,0.993174249572357,-0.006825750427643,-0.49898844880898,0.147042459482352,-0.353969091708668,23.3545218370582,31.7317825375342,123,124.5,114.5,116.5,10,-6.5,1.5,-2,1.02074688796681,1.01219512195122,0.930894308943089,0.947154471544715,-0.052845528455285,-0.65,0.15,-0.2,51.7317256959779,48.5508761877573
2020/1/8,11818.75977,11899.66992,11777.4502,11817.09961,122.219720000001,-1.66016000000127,80.9101499999997,-39.64941,0.994818276073905,1.00684590867185,0.996504745776722,0.99985953179248,-0.00014046820752,-0.013583405362091,0.662005689425561,-0.324410905212348,24.9599544896474,34.8512228407242,115,115.5,112,113.5,3.5,-1.5,0.5,-1.5,0.987124463519313,1.00434782608696,0.973913043478261,0.98695652173913,-0.01304347826087,-0.428571428571429,0.142857142857143,-0.428571428571429,39.5943216510581,45.9895217415152
2020/1/9,11889.45996,11992.54981,11889.45996,11970.62988,103.089849999998,81.1699200000003,21.9199299999982,0,1.00612335957114,1.0086706923903,1,1.00682704851802,0.006827048518022,0.787370628631252,0.212629371368748,0,26.9621191291196,41.4919766133308,115,116,114,114,2,-1,1,0,1.01321585903084,1.00869565217391,0.991304347826087,0.991304347826087,-0.008695652173913,-0.5,0.5,0,0,42.4088675941264
2020/1/10,12009.26953,12038.20996,11959.05957,12024.65039,79.1503900000007,15.3808600000011,13.5595699999994,-50.2099600000001,1.00322787108008,1.00240984099222,0.995819066274217,1.00128074900489,0.00128074900489,0.194324500485733,0.171314001105987,-0.634361498408279,36.9946711350778,44.6360790742544,114.5,117.5,114,115.5,3.5,1,2,-0.5,1.00438596491228,1.02620087336245,0.995633187772926,1.00873362445415,0.008733624454148,0.285714285714286,0.571428571428571,-0.142857142857143,8.76475564294254,45.9741059774366
2020/1/13,12069.61035,12113.41992,12037.24023,12113.41992,76.1796900000009,43.8095699999994,0,-32.3701200000014,1.00373898271815,1.00362974186652,0.99731804763689,1.00362974186652,0.003629741866522,0.57508201989269,0,-0.42491798010731,62.7549788336549,42.9572801191661,117.5,120.5,116.5,117,4,-0.5,3,-0.5,1.01731601731602,1.02553191489362,0.991489361702127,0.995744680851064,-0.004255319148936,-0.125,0.75,-0.125,9.97289617591264,42.0920327376879
2020/1/14,12161.73047,12186.62012,12140.26953,12179.80957,46.35059,18.079099999999,6.81055000000015,-21.4609400000008,1.00398818420554,1.00204655497517,0.998235371187272,1.00148655654264,0.00148655654264,0.390051129877721,0.146935562201045,-0.463013307921233,98.9489503282502,48.7999681230491,118,120,116.5,118,3.5,0,2,-1.5,1.00854700854701,1.01694915254237,0.98728813559322,1,0,0,0.571428571428571,-0.428571428571429,25.1486000767719,47.3602661816692
2020/1/15,12169.91992,12169.91992,12048.00977,12091.87988,121.91015,-78.0400399999999,0,-43.8701099999998,0.999188029177044,1,0.989982666212975,0.993587464789168,-0.006412535210832,-0.640143909264323,0,-0.359856090735677,67.3440155586539,43.7549849757004,117.5,118,115,116,3,-1.5,0.5,-1,0.995762711864407,1.00425531914894,0.978723404255319,0.987234042553192,-0.012765957446809,-0.5,0.166666666666667,-0.333333333333333,25.3511878239253,37.1040940603801
2020/1/16,12006.08008,12075.54004,12006.08008,12066.92969,69.4599600000001,60.8496100000011,8.61034999999902,0,0.992904345655805,1.00578539869276,1,1.00506823289488,0.005068232894878,0.87603865593935,0.12396134406065,0,64.1313268741172,42.3446226453903,116.5,118,115,116.5,3,0,1.5,-1.5,1.00431034482759,1.01287553648069,0.987124463519313,1,0,0,0.5,-0.5,33.9105339105339,6.58316259851776
2020/1/17,12080.71973,12117.54981,12055.91016,12090.29004,61.6396499999992,9.57031000000097,27.2597699999987,-24.8095699999994,1.00114279608436,1.00304866604169,0.997946350006085,1.00079219700596,0.000792197005964,0.155262237861524,0.442244075039348,-0.402493687099128,63.1235951818891,48.5544798359232,117.5,118.5,117,117.5,1.5,0,1,-0.5,1.00858369098712,1.00851063829787,0.995744680851064,1,0,0,0.666666666666667,-0.333333333333333,0,7.48600078464135
2020/1/20,12107.55957,12151.41992,12101.54981,12118.70996,49.8701100000017,11.1503900000007,32.7099600000001,-6.00976000000082,1.00142838012511,1.00362255909182,0.999503635727311,1.00092094446742,0.000920944467424,0.223588638565271,0.655903105086374,-0.120508256348354,56.3192669929188,59.9249220609392,118.5,122,118,118.5,4,0,3.5,-0.5,1.00851063829787,1.0295358649789,0.9957805907173,1,0,0,0.875,-0.125,0,8.70406892293963
2020/1/30,11933.23047,11933.23047,11418.21973,11421.74023,515.010740000002,-511.490240000001,0,-3.52050000000054,0.984694782645,1,0.956842303406883,0.957137319916356,-0.042862680083644,-0.993164220225775,0,-0.006835779774225,12.0973723322564,28.8175422109842,113,113,107,108,6,-5,0,-1,0.953586497890295,1,0.946902654867257,0.955752212389381,-0.04424778761062,-0.833333333333333,0,-0.166666666666667,0,9.51978556810234
