Date,SI_Open,SI_High,SI_Low,SI_Close,Open,High,Low,Close
2003/9/24,5704.009765999999,5722.359863000001,5678.640136999999,5722.359863000001,14.746803,14.746803,14.746803,14.746803
2003/9/25,5634.25,5695.459961,5633.069824,5688.22998,15.763825,15.763825,15.763825,15.763825
2003/9/26,5690.870117,5703.75,5650.109863000001,5650.109863000001,16.827070000000003,16.827070000000003,16.411016,16.827070000000003
2003/9/29,5645.080078,5668.919922,5627.430176,5643.5,16.827070000000003,17.196898,16.595932,16.64216
2003/9/30,5672.77002,5677.120117,5611.410156,5611.410156,16.780844000000002,16.873301,16.179876,16.272333
2003/10/1,5599.100098,5613.180176,5560.549805,5581.660156,16.179876,16.272333,15.162859,15.162859
2003/10/2,5644.5,5703.379883,5639.97998,5699.859863000001,15.301541,16.179876,15.301541,16.179876
2003/10/3,5716.790039,5759.0,5701.870117,5747.790039,16.688391,17.289356,16.549704000000002,17.289356
2003/10/6,5810.839844,5857.540039,5782.890136999999,5851.200195,18.213921,18.445061,17.890324,18.260149
2003/10/7,5873.330078,5879.680176,5828.049805,5856.680176,18.260149,18.445061,17.844093,18.075232999999997
2003/10/8,5860.399902,5867.089844,5808.189941,5821.799805,18.260149,19.323395,18.260149,19.092257
2003/10/9,5817.720215,5872.97998,5800.819824,5869.879883,18.306373999999998,18.953573000000002,17.844093,18.814885999999998
2003/10/13,5907.209961,5979.830078,5906.959961,5972.470215,18.953573000000002,19.092257,18.075232999999997,18.075232999999997
2003/10/14,6020.220215,6020.220215,5938.419922,5938.419922,18.445061,18.722429,18.075232999999997,18.075232999999997
2003/10/15,5967.930176,5978.470215,5913.279785,5924.379883,18.121462,18.676201000000002,18.075232999999997,18.213921
2003/10/16,5935.149902,6037.529785,5928.700195,6035.740234000001,18.352601999999997,18.814885999999998,18.029009,18.260149
2003/10/17,6063.399902,6077.600098,6016.100098,6042.709961,18.260149,18.445061,17.890324,18.213921
2003/10/20,6041.529785,6085.620117,6026.390136999999,6077.890136999999,18.213921,18.491289000000002,17.797864999999998,18.352601999999997
2003/10/21,6105.029785,6116.580078,6017.259765999999,6061.459961,18.352601999999997,18.445061,17.936552,18.029009
2003/10/22,6046.040039,6075.75,6013.080078,6041.859863000001,18.260149,18.352601999999997,17.890324,18.260149
2003/10/23,5971.419922,5997.819824,5938.669922,5952.22998,18.029009,18.39883,17.982779999999998,18.39883
2003/10/24,5972.850098,5990.720215,5918.140136999999,5918.140136999999,18.39883,18.39883,18.121462,18.306373999999998
2003/10/27,5946.02002,5976.379883,5941.089844,5958.549805,18.306373999999998,18.445061,18.121462,18.16769
2003/10/28,5997.299805,6087.319824,5994.870117,6075.450195,18.075232999999997,18.306373999999998,18.075232999999997,18.075232999999997
